title,release_date,popularity,vote_average,vote_count
Invisible Hentai Man: 60 Secretive Minutes,2014-09-20,0.8337,0.0,0
EVANGELION:3.0(-46h),2023-03-08,1.1178,6.3,10
Automatons,2006-05-05,0.9965,6.556,9
Screamers: The Hunting,2009-02-17,0.9733,4.918,152
Last and First Men,2020-02-25,1.0145,6.372,133
Beyond Atlantis,1973-09-01,0.6082,3.731,26
Ultraman Ginga Theater Special: Ultra Monster ☆ Hero Battle Royal!,2014-03-15,1.072,5.5,2
Space Fury,2000-01-18,1.075,2.8,6
Thunderhawk 4 - Mobilization Of Thunder-V,1987-12-21,0.645,4.0,2
Batman: Gotham by Gaslight,2018-01-12,1.1544,6.698,750
Prepartum,2022-09-05,0.5296,4.0,1
Kill Order,2018-02-06,1.0789,5.238,42
Choushinsei Flashman: Big Rally! Titan Boy!,1987-03-13,0.9133,7.8,2
Unbelievable!!!!!,2020-08-01,0.8177,4.3,16
Pandora in the Crimson Shell: Ghost Urn,2015-12-05,1.0197,6.0,2
The Dark Side of the Moon,1990-05-30,1.1447,4.966,89
Frankie's Aliens,1957-03-27,0.6539,0.0,0
Assassination Classroom the Movie: Everyone's Time,2026-03-20,1.0692,0.0,0
Frankie,2011-06-01,0.506,5.7,9
Kamen Rider Build NEW WORLD: Kamen Rider Grease,2019-09-06,1.1289,8.3,3
Loss of Feeling,1935-04-17,0.5171,4.429,7
Attack Force,2006-12-05,1.1983,4.234,109
Persona4 the ANIMATION -The Factor of Hope-,2012-06-09,0.9374,9.0,4
Dry,2022-09-29,1.0224,6.439,337
"Kamen Rider Fourze the Net Edition: It's Class Time, Everyone!",2012-07-13,0.8142,0.0,0
Muse,2015-02-27,0.9557,3.5,2
Frankenthumb,2002-09-24,1.0089,5.8,18
The Puppet Masters,1994-10-21,1.1313,5.763,196
The Philadelphia Experiment,2012-07-28,1.2577,4.853,150
Mistaken,2011-11-08,0.4719,4.0,1
First Men in the Moon,1964-11-20,0.9903,6.32,142
Mad Max: The Wasteland,,1.3774,0.0,0
Crawlers,2020-03-06,1.4118,5.988,81
Waking Up,2010-10-16,1.0939,3.333,3
Ultra Nyan: Extraordinary Cat who Descended from the Starry Sky,1997-04-12,0.8527,10.0,1
Time and Judgement: A Diary of a 400 Year Exile,1988-01-01,0.3897,8.0,1
Memoria,2021-12-26,1.2845,6.043,266
Video Girl Ai,1991-06-29,0.6196,5.5,2
Deep Evil,2004-06-25,0.9574,4.173,26
Schizofredric,2010-03-07,1.2396,5.0,1
Barbarella,,0.7698,0.0,0
These Final Hours,2014-07-31,0.882,6.458,602
The Inhuman Woman,1924-12-12,1.0673,6.844,32
Snowmageddon,2011-12-10,1.07,5.611,63
New Life,2024-05-03,1.5865,6.017,146
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017-12-09,1.0398,6.6,61
Robot Chicken: Star Wars Episode II,2008-11-16,0.8538,7.5,148
Curtain Call,1998-12-05,0.821,4.9,25
Total Retribution,2013-02-26,0.5676,1.857,14
Adachi-ga Hara,1991-11-16,0.8431,7.5,6
The Tempest,1998-12-13,0.882,5.8,12
The Absent-Minded Professor,1961-03-16,1.3278,6.5,194
Youth,,0.4174,0.0,0
The Midnight After,2014-04-10,1.3237,5.8,71
Shadowzone,1990-02-22,0.9774,4.727,32
Dragon's Heaven,1988-02-25,0.9179,6.7,27
Ressha Sentai ToQger Returns: Super ToQ #7 of Dreams,2015-06-24,1.0948,7.5,20
Princess Warrior,1989-10-22,1.4639,2.0,8
Subject Two,2006-01-20,0.9696,5.4,37
The Revenge of the Teenage Vixens from Outer Space,1985-01-01,0.7173,4.8,3
Hecatomb,2017-12-30,1.0803,0.0,0
Earth vs. the Flying Saucers,1956-06-13,1.1495,6.084,179
Mardock Scramble: The Third Exhaust,2014-03-25,1.1472,6.559,76
Maetel Legend,2000-12-13,1.019,0.0,0
Judgment Day,1999-11-12,0.945,5.2,23
Night of the Comet,1984-11-16,1.2055,6.2,434
Marvel Rising: Battle of the Bands,2019-08-28,0.8276,6.2,55
Blood Beach,1981-01-18,1.0726,4.89,82
"Smacznego, telewizorku",1992-12-01,1.3042,7.0,3
Doctor Who: Last Christmas,2014-12-25,1.1032,7.747,255
UP'LIFE,2016-07-07,0.9354,0.0,0
I Am Not a Serial Killer,2016-08-26,0.9514,6.326,521
Six-String Samurai,1998-09-18,0.8497,6.232,148
Quarantine 2: Terminal,2011-06-16,1.2339,5.725,610
Hostile,2017-09-13,1.3938,5.8,400
Y2K,1999-11-21,0.7505,3.917,6
The Mothership,,0.7098,0.0,0
Attack of the Killer Tomatoes!,1978-10-04,0.9449,5.02,327
Samurai Rock,2015-05-09,0.5786,0.0,0
HENRi,2013-02-26,1.3114,7.7,11
Planet Hulk,2010-02-02,1.0954,7.098,540
Cyborg 2,1993-11-24,1.0625,4.315,143
Arctic Blast,2010-08-04,1.0847,5.677,201
Hope,,1.226,0.0,0
Wyvern,2009-01-31,0.8487,4.985,68
Zoo zéro,1979-05-09,0.9635,4.818,11
Kamen Rider W: Donburi's Alpha/Farewell Beloved Recipe,2010-07-01,0.5791,6.5,2
Prehistoric Peeps,1905-08-02,0.5993,0.0,0
Oblivious Memory,2018-04-19,0.9613,7.6,9
Phoenix: Space Chapter,1987-12-21,0.8529,5.5,8
Kamen Rider Stronger: The Movie,1975-07-26,0.8981,7.0,2
Thirst,2016-08-02,1.0586,4.733,30
Mesmerized,2025-03-28,1.2796,0.0,0
Lupinranger vs Patranger vs Kyuranger,2019-05-03,1.2845,5.6,8
When Dinosaurs Ruled the Earth,1971-03-17,1.0907,6.103,92
Proxies,2025-05-04,1.0886,0.0,0
Alien Love,2024-06-25,0.5386,0.0,0
The Rule of Burning Sun I,2020-08-06,0.9232,6.0,2
Natural Selection,1994-01-10,1.0612,5.1,7
Terminal Justice,1998-09-15,0.5234,4.676,17
Hidden Memories,2024-02-20,0.605,0.0,0
Amalia,2018-09-06,1.3059,2.667,3
Crosstalk,1982-10-08,0.8323,4.7,7
Target Earth,1954-11-07,0.7139,5.845,29
Kamen Rider × Kamen Rider OOO & W Featuring Skull: Movie Wars Core,2010-12-18,1.1977,5.7,11
Frankenstein,2004-10-09,0.9691,5.106,47
Spaceballs 2,,1.0471,0.0,0
The Deal,2022-12-31,1.0814,5.964,28
His Master's Voice,2018-12-20,0.6785,4.6,11
3-Headed Shark Attack,2015-07-20,1.1429,4.49,205
Moon Zero Two,1970-03-01,1.1328,4.716,37
Alien Babes,2009-07-02,1.0636,2.0,1
Lovesick,2022-08-20,0.5303,0.0,0
Syncarnation,2014-06-19,1.2795,0.0,0
Hundra,1983-08-01,0.931,4.722,45
The Quatermass Xperiment,1956-06-01,0.9878,6.5,221
Flashman,1967-04-08,1.038,5.2,10
Boonie Bears: Back to Earth,2022-02-01,1.0879,6.765,17
Survival Code,2014-05-06,0.9641,5.297,32
Electric City,2012-07-17,0.8779,6.5,5
We Are from the Future,2008-11-11,1.2618,5.946,121
Inception: The Cobol Job,2010-12-07,0.8613,7.3,310
On the Edge,2001-06-28,1.2417,5.556,9
Skeeter,1993-10-01,0.9754,4.5,13
24 Hours with Gaspar,2024-03-14,1.2075,6.561,82
J.A.K.Q. Dengekitai vs. Gorenger,1978-03-17,1.3501,8.2,4
Zyuden Sentai Kyoryuger: 100 Years After,2014-06-20,0.881,7.0,5
Locke the Superman,1984-03-11,0.9684,6.0,10
Gundam Reconguista in G Movie IV: Love That Cries Out in Battle,2023-11-23,0.7555,8.2,4
Kingdom,2019-10-22,1.143,0.0,0
AutoMate,2018-09-06,0.9493,0.0,0
M,2024-11-05,1.073,7.271,72
The Traveler,2016-10-03,0.9709,2.0,1
A Troll in Central Park,1994-10-07,1.1022,5.049,154
The Phoenix,2013-04-06,0.4083,4.0,1
Immortal,2005-06-21,1.0404,5.674,440
Super Giant,1957-07-30,0.5437,5.0,2
Ghost Project,2023-12-05,0.8287,5.72,41
I'm Totally Fine,2022-11-04,0.8612,6.321,28
Visions,1998-01-30,1.0037,4.5,2
Dark Cloud,2022-06-28,1.0149,5.693,106
Roswell Delirium,2025-01-10,0.6848,7.5,2
The Fatal Eggs,1995-05-05,0.6701,4.0,10
One Point O,2004-03-19,1.3054,5.64,139
Delf,1997-01-01,1.1538,0.0,0
Zetstapo,2012-06-29,0.9174,0.0,0
MTV Reloaded,2003-05-13,0.7501,7.3,13
Wolfman vs. Baragon,1972-01-01,0.38,6.0,1
NOISE,2019-10-25,1.2995,0.0,0
Polygon,1977-05-25,0.6145,6.8,23
Frackers,2020-06-21,1.025,0.0,0
Spiders II: Breeding Ground,2001-05-09,0.8247,4.591,55
Slipstream,2005-02-03,1.179,5.2,66
Bride of Re-Animator,1991-02-22,1.051,6.461,485
Mens Sana,2018-12-01,1.2829,0.0,0
GoGo Sentai Boukenger The Movie: The Greatest Precious,2006-08-05,1.1865,6.8,8
"Likewise, Olive",2024-06-09,1.2582,7.0,1
R.A.D.A.R.: The Adventures of the Bionic Dog,2023-06-27,1.0802,7.0,25
Sapiens,2004-02-07,0.43,0.0,0
Metamorphosis,2022-03-22,0.7868,3.8,5
Citizen Toxie: The Toxic Avenger IV,2001-11-01,1.0511,6.065,164
Barbie Video Game Hero,2017-01-17,0.9735,6.8,239
The Companion,1994-10-14,0.7761,4.923,13
Cosmos,2019-11-08,1.0336,5.986,107
Kingdom of the Spiders,1977-08-24,0.9058,5.593,134
The H-Man,1959-05-28,1.1434,5.683,41
Ghost Town,2009-10-24,0.9766,6.367,30
Sex Files: Pleasure World,1998-01-01,1.0779,2.2,5
Aztech,2020-11-20,1.2167,5.2,38
Jungleland,2013-07-19,1.1859,0.0,0
Nuclear Family,2012-10-15,0.6919,3.5,9
Please Hold,2020-09-25,0.8463,7.482,57
Tenchi the Movie 2: The Daughter of Darkness,1997-08-02,1.3189,6.6,20
Groot Takes a Bath,2022-08-10,1.3499,7.1,357
Escape,1971-04-06,1.3473,4.8,5
The Trial of the Incredible Hulk,1989-05-07,1.208,6.373,142
Origami,,0.5487,0.0,0
Midwife,2016-11-06,1.1096,5.0,3
Captain America,1944-02-05,0.799,5.309,34
One More Shot,2022-10-11,1.1557,5.7,36
Daleks' Invasion Earth: 2150 A.D.,1966-09-05,0.812,6.1,99
Neutron the Atomic Superman vs. the Death Robots,1962-08-10,0.599,5.3,13
Intergalactic PizzaBoy,2022-06-20,1.0764,0.0,0
Kamen Rider Decade: Final Stage,2010-01-21,0.9074,0.0,0
Memoria interna,2017-06-17,1.1456,7.0,1
The Stowaway,2014-01-01,1.0297,5.3,3
Deadly Instincts,1997-08-09,0.5766,4.149,37
The Ghostmaker,2011-08-01,0.8259,5.287,87
Into Pitch Black,2000-01-30,0.8453,6.069,94
Macross: Boobytrap,1984-01-01,1.2488,0.0,0
Delpower X Bakuhatsu Miracle Genki!,1986-12-21,1.1327,1.0,1
Dune Warriors,1991-01-18,0.6596,3.9,24
Space Master X-7,1958-06-01,0.8059,4.792,12
The Invaders,1995-11-12,1.4309,4.5,4
Puppet Master III: Toulon's Revenge,1991-10-17,1.0162,6.316,177
Galaxy Express 999: Claire of Glass,1980-03-14,0.844,6.5,2
Zona-84,2016-10-29,1.0888,0.0,0
The Last Journey,2022-08-26,1.012,5.282,186
Frankenstein: A Love Story,1974-05-07,0.7285,7.4,9
Creative Control,2016-03-11,0.7956,5.2,73
Inside Out 4,1992-12-09,1.1356,2.8,5
Guest from the Future,1984-07-07,0.7237,7.581,81
Under Stars,2018-01-01,1.2882,0.0,0
Fried Barry,2020-03-06,0.9904,5.075,87
Yonggary,2000-01-01,0.6293,2.732,28
5th Passenger,2018-05-30,0.7916,4.3,55
Barbie: Star Light Adventure,2016-09-13,1.0935,6.9,180
Ruin,2012-03-16,0.7623,6.803,33
The Clinic,2018-01-01,0.9792,10.0,2
Future Shock,1994-01-19,1.0816,3.8,15
Artifacts,2007-10-20,1.2666,3.3,9
Galaxy Express 999: Can You Live Like a Warrior!!,1979-10-11,1.1642,9.0,3
Faithful Robot,1965-04-04,0.4804,0.0,0
Six God Combination GodMars - Seventeen Year Old Legend,1988-06-05,0.7282,4.2,3
Solis,2018-06-27,0.7572,4.85,120
Planet of the Sharks,2016-07-27,0.877,3.583,72
Sugar Glass Bottle,2025-06-08,0.6262,7.0,1
From Star Wars to Star Wars: The Story of Industrial Light & Magic,1999-06-15,0.7736,7.9,10
The Giant King,2015-12-22,0.9569,6.25,12
Zhang Yimou's Three-Body Problem Movie,,1.011,0.0,0
Project Dorothy,2024-01-16,1.1361,3.583,12
Kiss.,2022-03-11,0.9221,2.5,1
Superman,1948-07-15,0.6152,6.1,29
Mosaic,2017-10-13,0.7438,0.0,0
Battlestar Galactica: Blood & Chrome,2012-12-09,0.9916,6.741,170
Nightflyers,1987-10-23,1.3602,4.281,17
Never Happened,2016-04-16,1.2192,5.125,16
Bionicle: Mask of Light,2003-09-16,1.049,6.0,172
Funky Forest: The First Contact,2005-10-25,1.0222,6.367,60
Gall Force 3: Stardust War,1988-11-02,1.1393,5.4,8
The Caller,1987-05-01,0.937,5.959,37
LEGO Hero Factory: Ordeal of Fire,2011-04-01,0.6601,5.2,5
Mobile Suit SD Gundam's Counterattack,1989-07-15,1.141,6.1,15
Cyber Wars,2006-04-11,1.0263,4.857,21
Barefoot Gin Rei,1994-02-20,0.8615,7.0,2
In the Year 2000,1950-12-31,1.2822,5.0,1
Full Eclipse,1993-11-27,1.1783,5.13,50
Ninja Resurrection,1999-07-12,0.9753,5.7,7
MESSiAH,2016-06-01,0.6477,0.0,0
2025 Armageddon,2022-12-16,0.792,4.679,14
Supernova,2005-09-05,1.0263,4.3,50
The Return of Swamp Thing,1989-05-11,0.8046,5.496,257
Occupation Rainfall: Chapter 2,,1.0217,0.0,0
Himalia,2024-10-12,1.1804,7.0,1
Hornet,2018-12-07,0.6049,3.0,16
Ultraman: The Next,2004-12-18,1.115,6.2,23
20 Years After,2008-01-01,0.7309,3.12,46
Baki-Dou: Musashi Miyamoto,,0.8297,0.0,0
Neverender,2024-09-25,0.9506,9.0,1
Kamen Rider: THE FIRST,2005-12-05,1.1617,6.7,19
Dinotopia,2002-05-14,1.2103,6.5,1
Space Warriors,2013-04-26,0.7176,5.2,41
Punk Shark!,,1.0536,0.0,0
Beam,2019-10-23,1.1742,7.0,1
Synthetic,,1.3531,0.0,0
Chiller,1985-05-22,0.9422,4.086,35
Watch the Sky,2017-01-01,1.0084,5.8,6
Alien: Specimen,2019-03-30,1.4791,6.161,87
"Starmania : l'anniversaire événement, les 45 ans",2024-11-16,0.5958,7.0,2
Stonados,2013-08-31,0.9344,4.941,59
Silent Möbius 2,2008-11-04,1.0429,4.5,4
LEGO Star Wars: Revenge of The Brick,2005-08-05,0.6535,6.0,40
Alien Nation: The Enemy Within,1996-11-12,0.6912,5.5,24
Mobile Suit Gundam: Twilight AXIS Remain of the Red,2017-11-18,1.5919,5.667,3
The Emissary,2017-12-06,0.7478,8.0,1
Hekademia,2020-02-15,1.7099,0.0,0
The Diabolical,2015-03-16,0.8358,5.012,204
Scared to Death,1980-03-01,0.7682,3.971,35
Spoiler,1998-09-15,1.7973,4.875,8
Devil's Gate,2017-04-24,0.9316,5.3,257
Mirrorman Reflex,2006-01-01,0.8875,3.0,1
Alien Outlaw,1985-01-01,1.0859,2.875,16
Leonard Part 6,1987-12-18,1.1486,2.7,70
Bad Girl Island,2009-01-01,0.8864,4.115,26
Frankenstein,1984-06-17,1.0468,6.231,13
Alice's Birthday,2009-03-03,0.4598,5.136,11
The Spirit of '76,1990-10-12,0.9214,4.615,13
Free Diving,,0.4508,0.0,0
Stranger from Venus,1954-08-23,0.7083,5.022,23
Heavy Metal 2000,2000-07-10,1.0533,6.008,245
Смешарики: Сквозь вселенные,2026-08-06,0.8795,0.0,0
The Six Million Dollar Man: The Solid Gold Kidnapping,1973-11-17,0.8136,6.6,15
Masthishka Maranam,2026-03-06,0.5744,0.0,0
Broadcast,2022-02-21,0.8333,4.1,10
Contaminated Man,2000-12-17,0.6662,4.4,20
Engine Sentai Go-Onger: Final Live Tour 2009,2009-04-11,0.9938,0.0,0
Book of Dreams: Dream 1 - Frank's Dream,2005-01-01,0.8449,6.0,1
The Man Who Could Cheat Death,1959-06-15,0.8276,5.75,76
Stockroom,2015-05-23,1.0821,7.0,1
Jim,2010-10-08,0.9364,0.0,0
Incognito,2022-10-17,1.2807,0.0,0
Age of Tomorrow,2014-06-10,1.0057,2.942,69
Femalien 2,1998-04-21,1.1844,3.667,15
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger Final Live Tour 2019,2019-07-10,0.9024,0.0,0
All Together! Seven Kamen Riders!!,1976-01-03,0.8447,5.0,1
Phantasy Star Online 2 -ON STAGE-,2014-12-04,1.2752,0.0,0
The Man With No Pants,2021-02-13,0.4684,0.0,0
Lost City Raiders,2008-11-22,0.9141,4.627,71
Ray Gunn,,1.2483,0.0,0
They Were Eleven,1992-01-01,1.279,6.444,27
Robo-Dog,2016-01-05,0.6292,6.3,25
Slipstream,1989-06-22,1.0681,4.293,58
MARIE,2024-11-01,0.4406,5.0,2
Tinker',2018-11-16,0.8571,5.397,29
Deadly Eyes,1983-04-01,0.7323,5.6,48
Shuriken Sentai Ninninger: Final Live Tour 2016,2016-06-22,0.9722,0.0,0
Mindvolution 2046,2022-06-18,1.2599,1.0,1
Alien Invasion,2020-10-27,0.8287,6.1,40
Aria the OVA: Arietta,2007-09-20,0.8563,6.4,7
Samurai Princess,2009-05-29,0.8942,4.742,33
Apocalypse of Ice,2020-09-15,0.8692,3.9,31
3022,2019-11-22,0.9536,5.257,237
Z,,0.6356,0.0,0
Tidal Wave,1975-05-28,1.1338,0.0,0
Toei TV Hero Encyclopedia Vol. 2: Chojin Sentai Jetman,1993-10-25,1.4674,0.0,0
Deep Red,1994-03-12,1.3454,4.0,20
The Son of Kong,1933-12-22,0.9553,5.37,135
Morning,,1.2417,0.0,0
Apocalyptic 2077,2019-04-28,1.2287,1.333,6
The Gene Generation,2007-09-27,1.2569,4.708,96
Bullets of Justice,2019-08-23,0.8796,4.885,52
Love Stoppage Time,2019-09-10,0.7563,7.3,9
Plaguers,2010-01-15,0.5389,2.885,26
Zombie Night,2005-11-08,1.1163,3.529,17
(T)Raumschiff Surprise - Periode 1,2005-06-11,0.9388,6.232,544
Magical Girl Lyrical Nanoha: Detonation,2023-09-26,0.8987,6.25,8
Escape Velocity,1999-11-28,1.1539,4.5,8
"A Time Slip of 10,000 Years: Prime Rose",2025-06-14,0.9041,6.1,7
Kamen Rider: Eight Riders vs. Galaxy King,1980-03-14,1.1419,7.8,4
She Loved Blossoms More,2025-10-03,0.8422,6.0,1
Arctic Heart,2016-06-22,0.6365,4.787,82
Hunter Prey,2010-07-24,1.0574,5.755,96
"10,000 Days",2014-11-23,0.8716,3.13,23
Mondo Hollywoodland,2021-08-03,0.8589,6.2,7
Wilder Napalm,1993-08-20,0.6856,5.517,29
Battle of the Damned,2013-07-26,0.8367,4.507,137
Play-Mate of the Apes,2002-02-26,0.8206,3.9,20
The Hive,2015-09-14,0.9455,5.335,97
Time Machine,2016-12-31,0.3961,0.0,0
Combattler V Movie,1977-01-01,0.7873,4.0,1
Makuko,2019-03-15,0.6912,6.6,5
Killer Bee Invasion,2020-04-01,0.4624,4.5,2
Seat 25,2018-10-20,1.4681,5.333,18
Dead Again,2021-01-04,0.5743,4.7,14
Post Impact,2004-06-12,0.8215,4.585,47
Spaceman,,1.1436,0.0,0
Lifepod,1993-06-28,0.7488,5.1,27
Things to Come,1936-04-17,0.973,6.517,212
Jaguarman,1967-12-31,0.5034,0.0,0
Stingray Sam,2009-01-20,1.0266,6.767,15
The Mask of Fu Manchu,1932-11-04,0.7229,5.362,87
Ditto,2000-05-27,0.9923,6.8,51
Santo in the Vengeance of the Mummy,1971-12-09,0.539,4.607,14
Space Fantasia 2001 Nights,1987-06-21,1.1301,7.7,3
Megaboa,2021-11-26,0.9251,6.318,469
Smoking Causes Coughing,2023-03-31,0.9387,6.0,397
Kamen Rider x Kamen Rider Fourze & OOO Movie Wars Mega Max,2011-12-10,1.281,6.3,12
Attack on Titan,2022-09-30,1.1558,6.0,175
Cosmic Fantasy: Galaxy Cougar's Trap,1994-08-04,0.76,0.0,0
Planet Prince - The Terrifying Spaceship,1965-03-06,0.8529,0.0,0
Jeff,2022-12-02,0.9456,4.0,1
State Zero,2015-03-31,1.0647,5.9,18
Battle of Los Angeles,2011-03-12,1.1116,3.487,116
Rebirth of Mothra III,2003-05-31,0.9011,6.227,33
Doubutsu Sentai Zyuohger vs. Ninninger the Movie: Super Sentai's Message from the Future,2017-01-14,1.0925,6.6,5
Monolith,1994-03-09,0.8699,4.432,22
The Scream,1966-05-01,0.3771,0.0,0
The Giant Claw,1957-06-01,0.7146,4.806,93
Caronte,2017-10-08,1.0948,5.3,7
Metall des Himmels,1935-02-24,0.4225,5.0,5
"20,000 Leagues Under the Sea",1997-03-23,0.994,5.7,24
B-Class Cultural Heritage,2014-04-14,1.065,10.0,1
Phantasm II,1988-07-08,1.0384,6.218,383
Chouriki Sentai Ohranger: The Movie,1995-04-15,1.2385,8.3,3
LEGO Star Wars Holiday Special,2020-11-17,1.0758,6.576,360
Cracking Up,1977-07-01,0.7301,1.0,1
Gorgo,1961-03-29,1.0406,5.33,109
Destination Marfa,2021-08-02,0.9181,3.5,6
Hanuman and the Seven Ultramen,1974-11-26,1.1224,4.2,10
The Legend of Space Sheriff Gavan,2012-10-20,0.7277,10.0,1
Great Mazinger vs. Getter Robo G: The Great Space Encounter,1975-07-26,1.1097,5.6,14
Hot Wheels AcceleRacers: Ignition,2005-01-08,0.9259,8.279,113
Crayon Shin-chan Midsummer Night: I Have Arrived! The Storm is Called Den-O vs. Shin-O! 60 Minute Special!!,2007-08-03,1.0474,0.0,0
Statical Planets,1997-01-01,0.9277,0.0,0
Final Days of Planet Earth,2006-03-15,0.9627,4.659,22
The Eden Theory,2021-05-05,0.8736,4.75,4
Lost in Space - No Place to Hide,1965-01-01,0.556,0.0,0
Needle in a Timestack,2021-10-15,1.1771,5.3,60
51,2011-02-26,0.959,4.097,113
Equalizer 2000,1987-05-19,0.8294,3.886,22
.hack//G.U. Returner,2007-01-18,1.0349,7.4,43
The Inhabited Island 2: Rebellion,2009-11-11,1.0032,5.1,71
5-Headed Shark Attack,2017-07-30,0.9574,4.261,117
Kamen Rider: THE NEXT,2007-08-27,0.8791,7.0,15
El Supersabio,1948-09-04,0.71,7.5,32
The Hunt for the Hidden Relic,2002-12-12,0.9527,6.905,95
ALLAN ELLEN,2020-10-21,0.9448,6.0,3
Daylight's End,2016-04-16,0.9213,5.776,190
ReImagine,2021-02-24,1.2456,0.0,0
Samaritan 2,,1.3107,0.0,0
Living Among Us,2018-02-02,0.8257,6.131,42
Evolver,1995-02-10,0.8718,5.2,47
Kidou Keiji Jiban: Great Explosion at the Monster Factory of Fear,1989-07-05,0.7217,8.5,8
The Impossible Voyage,1904-10-29,0.9141,7.233,202
The Shape,2019-05-09,0.8937,5.2,2
Body,2001-01-01,0.5074,1.0,2
Baffled!,1973-01-30,0.8017,5.409,22
The Sky Calls,2018-05-06,0.7901,3.6,14
Blinky™,2011-03-21,0.555,6.777,94
The Tiger Blade,2005-10-27,0.4587,4.2,12
Three Worlds,2018-04-21,1.1245,5.5,6
Dark Skies,1996-09-21,1.0407,8.0,1
Kamen Rider W: Final Stage,2011-01-21,0.6095,0.0,0
Frost,2014-02-10,0.3845,3.9,13
"Kamen Rider Hibiki: Asumu Transform! You can be an Oni, too!!",2005-09-01,0.7554,5.0,3
Grey: Digital Target,1986-12-12,1.1002,4.4,7
Future War 198X,1982-10-30,0.848,5.8,9
"Relax, I'm from the Future",2023-09-22,0.8634,5.951,41
"My Brother, the Alien",2023-05-19,0.907,6.0,3
Death Stranding,,0.5288,0.0,0
Fesu Gojira 3: Gaigan Raishū,2022-11-03,0.6882,9.8,5
Six God Combination GodMars: The Movie,1982-04-16,0.6934,4.0,2
Magnum Opus,2022-07-18,1.1066,7.2,278
Boa vs. Python,2004-05-22,1.0544,4.445,127
Tethers,2017-03-12,1.2353,6.0,1
Moment,2019-04-19,1.2895,0.0,0
Expulsion,2020-10-20,0.515,7.0,7
Infestation,2020-08-18,0.5263,4.3,6
Panic in Year Zero!,1962-07-05,1.3394,6.25,100
Recursion,2018-08-28,0.8073,3.333,3
Pigtails,2015-10-24,1.0892,7.2,17
The Plagiarist,2025-07-10,0.7978,7.0,3
Fright Show,1985-10-11,0.5375,3.6,5
Bad Peter,2018-04-18,1.0475,4.0,4
Girls und Panzer Compilation Movie,2018-09-29,0.997,4.3,3
School in the Crosshairs,1982-10-11,0.9781,0.0,0
Warlords of Atlantis,1978-05-01,0.9423,5.731,91
Selvedge,2024-12-05,1.108,0.0,0
The Satan Bug,1965-04-14,0.9688,6.1,57
Hold Up,2024-07-29,0.5601,0.0,0
The Knight of the Pond,1985-05-12,0.4731,3.0,3
Cronus,2017-01-01,1.2546,4.7,3
We're All Gonna Die,2025-03-07,0.89,6.132,19
Frost,2012-10-21,0.3722,4.0,1
Kamen Rider Amazon: The Movie,1975-03-21,0.8557,6.0,1
2048: Nowhere to Run,2017-09-14,1.0852,6.788,364
Portal Runner,2021-12-10,1.0536,2.0,1
First Born,1988-10-30,0.4834,7.0,1
Popular Theory,2024-02-09,0.8173,7.176,17
Vostok,2015-09-25,1.1412,0.0,0
Ghost in the Machine,1993-12-29,0.9758,4.652,79
Love,2011-08-10,1.008,5.5,233
Predator: Wastelands,2025-11-04,0.8962,5.273,11
Sonic Soldier Borgman: Lover's Rain,1990-12-27,0.5888,6.6,6
The Delegation,1970-09-09,0.8941,5.9,7
The Girl from Rio,1969-03-14,0.9571,4.7,41
Hell Comes to Frogtown,1988-01-29,1.0231,5.485,167
Pesudo,2023-09-22,1.1544,0.0,0
Superman: Brainiac Attacks,2006-06-20,1.0961,6.094,155
Momentum,2003-03-26,0.9426,4.769,13
Devil De Story,1983-03-03,0.6106,8.0,1
Urusei Yatsura: Inaba the Dreammaker,1987-07-18,0.7667,6.4,15
The 12 Disasters of Christmas,2012-12-08,1.0097,4.475,59
Beach Babes from Beyond,1993-12-16,1.039,3.905,37
Mongolian Death Worm,2010-04-08,0.8676,4.676,74
The Birth of Ultraman,1966-07-10,0.7401,6.0,1
The Time Guardian,1989-09-22,0.8267,4.944,45
Mutant,2024-05-25,1.1073,6.059,18
Inside Out 2,1992-06-11,0.8811,2.5,4
The Tenant,2011-08-19,0.3511,3.5,11
Back To The Past Plus+,2026-02-14,0.8146,0.0,0
Hell,2012-07-10,1.2002,5.751,297
Hellish Spiders,1968-05-31,0.9026,5.8,11
Brainscan,1994-04-22,0.962,6.15,277
The Invisibles,2013-11-11,0.8796,5.5,6
Giohazard,2017-12-29,0.9846,0.0,0
Lost in the Sky,2024-11-04,0.7768,8.5,6
Looker,1981-10-30,1.0087,6.091,126
Dinosaur Island,2014-12-20,0.8104,5.478,139
Swirlee,1989-02-06,1.0732,6.0,2
Expecting,2016-06-16,0.4526,0.0,0
COVID-21: Lethal Virus,2021-01-07,0.6134,5.504,236
Scryed Alteration II: Quan,2012-03-10,1.1918,5.5,2
Steel Dawn,1987-11-06,1.2814,5.0,119
Vettuvam,,0.4823,0.0,0
Dominant Species,2019-01-26,1.1011,3.2,5
Echo,2019-06-15,1.0554,6.0,1
Guzoo: The Thing Forsaken by God,1986-11-09,0.4933,5.846,13
Not the End,2018-10-31,0.9885,6.1,17
7 Planets,2018-04-19,1.221,0.0,0
Dark Superman,2016-04-25,0.9143,0.0,0
Blueprint,2003-12-08,0.9532,4.1,18
Last Night on Earth,2024-05-31,0.9842,5.1,15
Fursat,2023-02-03,0.5425,5.0,6
